filename,goodforairplane,BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
Elsa___Fred,0,N/A,5-Jul-06,Mitropoulos Films,http://www.elsayfred.com/,"Manuel Alexandre, China Zorrilla, Blanca Portillo, Jose Angel Egido",9 wins & 7 nominations.,"Argentina, Spain",Marcos Carnevale,"Comedy, Drama, Romance",tt0453047,7.6,"2,556","Spanish, Italian, English",52,"When the retired seventy-seven years old hypochondriac widower Fred moves to an apartment in Madrid, his temperamental daughter Cuca has an incident with his next door neighbor, the elder Argentinean Elsa. Later, they meet each other and Elsa seduces Fred with her reckless behavior and view of life and they have a romance.",http://ia.media-imdb.com/images/M/MV5BMTQxMTAzNDA4NV5BMl5BanBnXkFtZTcwOTQ2MTU0MQ@@._V1_SX300.jpg,PG,28-Jul-05,108 min,Elsa & Fred,"Boosted by charming performances by the octogenarian leads, Elsa and Fred overcomes its schmaltzy premise to make for a satisfying romantic tale.",16,rotten,53,5.6,30,14,93,4.4,5313,movie,"Marcos Carnevale, Marcela Guerty, Lily Ann Martin",2005
Excuse_My_French,0,N/A,N/A,N/A,N/A,"Ahmed Helmy, Hani Adel, Kinda Allouch, Ahmed Dash",N/A,Egypt,Amr Salama,Comedy,tt3510372,8,"1,761",Arabic,N/A,A Christian kid suddenly is forced to go to a public school after his father dies and because of a misunderstanding everyone thinks that he's a Muslim.,http://ia.media-imdb.com/images/M/MV5BMTc4MDYxMjE5OV5BMl5BanBnXkFtZTgwOTA0NjgxMTE@._V1_SX300.jpg,N/A,22-Jan-14,99 min,Excuse My French,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9,7,movie,Amr Salama,2014
Exodus__Gods_and_Kings,0,N/A,N/A,N/A,N/A,"Christian Bale, Joel Edgerton, John Turturro, Aaron Paul",4 nominations.,"UK, USA, Spain",Ridley Scott,"Action, Adventure, Drama",tt2190984,6.1,"81,921",English,52,"Epic adventure Exodus: Gods and Kings is the story of one man's daring courage to take on the might of an empire. Using state of the art visual effects and 3D immersion, Scott brings new life to the story of the defiant leader Moses as he rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",http://ia.media-imdb.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,PG-13,12-Dec-14,150 min,Exodus: Gods and Kings,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,"Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian",2014
Full_Metal_Jacket,1,N/A,29-Jun-99,Warner Bros.,N/A,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey",Nominated for 1 Oscar. Another 9 wins & 7 nominations.,"UK, USA",Stanley Kubrick,"Drama, War",tt0093058,8.3,"407,630","English, Vietnamese",78,"A two-segment look at the effect of the military mindset and war itself on Vietnam era Marines. The first half follows a group of recruits in boot camp under the command of the punishing Gunnery Sergeant Hartman. The second half shows one of those recruits, Joker, covering the war as a correspondent for Stars and Stripes, focusing on the Tet offensive.",http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@._V1_SX300.jpg,R,10-Jul-87,116 min,Full Metal Jacket,"Intense, tightly constructed, and darkly comic at times, Stanley Kubrick's Full Metal Jacket may not boast the most original of themes, but it is exceedingly effective at communicating them.",68,certified,94,8.4,72,4,94,4.1,320581,movie,"Gustav Hasford (novel), Stanley Kubrick (screenplay), Michael Herr (screenplay), Gustav Hasford (screenplay)",1987
Grand_Piano,1,$22.4k,20-May-14,Magnet Releasing,http://www.magnetreleasing.com/grandpiano/,"Elijah Wood, John Cusack, Kerry Bishe, Tamsin Egerton",5 wins & 12 nominations.,Spain,Eugenio Mira,"Music, Mystery, Thriller",tt2039345,5.9,"10,006",English,61,"During his comeback performance, a pianist who suffers from stage fright finds a note &quot;play one note wrong, and you die&quot;.",http://ia.media-imdb.com/images/M/MV5BMjEyNzkwMDMxM15BMl5BanBnXkFtZTgwOTM0MzE4MDE@._V1_SX300.jpg,R,25-Oct-13,90 min,Grand Piano,Grand Piano is so tense in its best moments -- and appealingly strange overall -- that it remains rewarding in spite of its flaws.,44,certified,77,6.5,57,13,48,3.1,9282,movie,Damien Chazelle,2013
Homies,1,N/A,N/A,N/A,N/A,"Carolien Spoor, Yannick van de Velde, Kiki van Deursen, Robert de Hoog",1 nomination.,Netherlands,Jon Karthaus,Comedy,tt3851324,6,284,Dutch,N/A,"After they accidentally get involved in a messy drugs conflict, four inept roommates need to sell 22 kilos of cocaine within a week to square things with the Russian mobsters they now owe money.",http://ia.media-imdb.com/images/M/MV5BMTY1MDIyMTg1MF5BMl5BanBnXkFtZTgwNDE3NjM4MzE@._V1_SX300.jpg,N/A,22-Jan-15,100 min,Homies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,"Diederik Jekel (storyliner), Jon Karthaus",2015
Hook,0,N/A,21-Mar-00,TriStar Pictures,N/A,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins",Nominated for 5 Oscars. Another 5 wins & 12 nominations.,USA,Steven Spielberg,"Adventure, Comedy, Family",tt0102057,6.7,"163,138",English,52,"Peter Pan (Williams) has grown up to be a cut-throat merger and acquisitions lawyer, and is married to Wendy's granddaughter. Captain Hook (Hoffman) kidnaps his children, and Peter returns to Never Land with Tinkerbell (Roberts). With the help of her and the Lost Boys, he must remember how to be Peter Pan again in order to save his children by battling with Captain Hook once again.",http://ia.media-imdb.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1_SX300.jpg,PG,11-Dec-91,142 min,Hook,"The look of Hook is lively indeed but Steven Spielberg directs on autopilot here, giving in too quickly to his sentimental, syrupy qualities.",12,rotten,30,4.4,40,28,76,3.3,729059,movie,"J.M. Barrie (books), J.M. Barrie (play), James V. Hart (screen story), Nick Castle (screen story), James V. Hart (screenplay), Malia Scotch Marmo (screenplay)",1991
Hotel_Transylvania,1,$148.3M,29-Jan-13,Sony Pictures,http://www.welcometohotelt.com/,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",Nominated for 1 Golden Globe. Another 3 wins & 14 nominations.,USA,Genndy Tartakovsky,"Animation, Comedy, Family",tt0837562,7.1,"126,440",English,47,"In 1895, Dracula builds a resort in Transylvania, hidden from the humans, to raise his beloved daughter Mavis in a safe environment. In the present, the place is the Hotel Transylvania, where monsters bring their families to vacation far from the frightening humans. Dracula invites his friends - Frankenstein and his wife Eunice; Wayne and Wanda, the werewolves; Griffin, the invisible man; Murray, the mummy; Bigfoot, among others - to celebrate the 118th birthday of Mavis. When the party is ready to start, the 21-year-old Jonathan is walking through the forest and stumbles upon the hotel. Dracula sees Jonathan and disguises him as a monster to hide Jonathan from the guests. But Mavis also sees Jonathan and Dracula forces him to pose as a monster. Soon Mavis believes that Jonathan is the &quot;zing&quot; of her life despite the advice of her father about humans.",http://ia.media-imdb.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_SX300.jpg,PG,28-Sep-12,91 min,Hotel Transylvania,"Hotel Transylvania's buoyant, giddy tone may please children, but it might be a little too loud and thinly-scripted for older audiences.",62,rotten,44,5.4,140,78,72,3.9,147612,movie,"Peter Baynham (screenplay), Robert Smigel (screenplay), Todd Durham (story), Dan Hageman (story), Kevin Hageman (story)",2012
Inherent_Vice,0,N/A,28-Apr-15,Warner Bros. Pictures,http://inherentvicemovie.com/,"Joanna Newsom, Katherine Waterston, Joaquin Phoenix, Jordan Christian Hearn",Nominated for 2 Oscars. Another 27 wins & 59 nominations.,USA,Paul Thomas Anderson,"Crime, Drama, Mystery",tt1791528,6.9,"31,755","English, Japanese",81,"During the psychedelic 60s and 70s Larry &quot;Doc&quot; Sportello is surprised by his former girlfriend and her plot for her billionaire boyfriend, his wife, and her boyfriend. A plan for kidnapping gets shaken up by the oddball characters entangled in this groovy kidnapping romp based upon the novel by Thomas Pynchon.",http://ia.media-imdb.com/images/M/MV5BMjI2ODQ2NzUwMl5BMl5BanBnXkFtZTgwNjU3NTE4MjE@._V1_SX300.jpg,R,9-Jan-15,148 min,Inherent Vice,"Inherent Vice may prove frustrating for viewers who demand absolute coherence, but it does justice to its acclaimed source material -- and should satisfy fans of director P.T. Anderson.",146,fresh,73,7.1,201,55,55,3.2,28326,movie,"Paul Thomas Anderson (written for the screen by), Thomas Pynchon (based on the novel by)",2014
Interstellar,1,N/A,31-Mar-15,Paramount Pictures,http://www.InterstellarMovie.com/,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",Won 1 Oscar. Another 32 wins & 93 nominations.,"USA, UK, Canada",Christopher Nolan,"Adventure, Sci-Fi",tt0816692,8.7,"573,918",English,74,"In the near future, Earth has been devastated by drought and famine, causing a scarcity in food and extreme changes in climate. When humanity is facing extinction, a mysterious rip in the space-time continuum is discovered, giving mankind the opportunity to widen its lifespan. A group of explorers must travel beyond our solar system in search of a planet that can sustain life. The crew of the Endurance are required to think bigger and go further than any human in history as they embark on an interstellar voyage into the unknown. Coop, the pilot of the Endurance, must decide between seeing his children again and the future of the human race.",http://ia.media-imdb.com/images/M/MV5BMjIxNTU4MzY4MF5BMl5BanBnXkFtZTgwMzM4ODI3MjE@._V1_SX300.jpg,PG-13,7-Nov-14,169 min,Interstellar,"Interstellar represents more of the thrilling, thought-provoking, and visually resplendent filmmaking moviegoers have come to expect from writer-director Christopher Nolan, even if its intellectual reach somewhat exceeds its grasp.",206,certified,72,7,286,80,86,4.2,156330,movie,"Jonathan Nolan, Christopher Nolan",2014
Into_the_Wild,1,$18.2M,4-Mar-08,Paramount Vantage,http://www.intothewild.com/,"Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone",Nominated for 2 Oscars. Another 26 wins & 84 nominations.,USA,Sean Penn,"Adventure, Biography, Drama",tt0758758,8.2,"356,883","English, Danish",73,"Based on a true story. After graduating from Emory University, top student and athlete Christopher McCandless abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters who shape his life.",http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_SX300.jpg,R,19-Oct-07,148 min,Into the Wild,"With his sturdy cast and confident direction, Sean Penn has turned a complex work of non-fiction like Into the Wild into an accessible and poignant character study.",158,certified,82,7.5,192,34,89,4.1,176631,movie,"Sean Penn (screenplay), Jon Krakauer (book)",2007
Into_the_Woods,1,$128.0M,23-Mar-15,Walt Disney Pictures,http://movies.disney.com/into-the-woods/,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",Nominated for 3 Oscars. Another 9 wins & 52 nominations.,"USA, UK, Canada",Rob Marshall,"Adventure, Fantasy, Musical",tt2180411,6.1,"65,922",English,69,"Into the Woods is a modern twist on the beloved Brothers Grimm fairy tales in a musical format that follows the classic tales of Cinderella, Little Red Riding Hood, Jack and the Beanstalk, and Rapunzel-all tied together by an original story involving a baker and his wife, their wish to begin a family and their interaction with the witch who has put a curse on them.",http://ia.media-imdb.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,PG,25-Dec-14,125 min,Into the Woods,"On the whole, this Disney adaptation of the Sondheim classic sits comfortably at the corner of Hollywood and Broadway -- even if it darkens to its detriment in the final act.",134,fresh,71,6.6,189,55,51,3.2,91387,movie,"James Lapine (screenplay), James Lapine (musical), Stephen Sondheim (musical)",2014
Invincible,1,$57.8M,19-Dec-06,Buena Vista,http://www.invincible.movies.com,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway",2 nominations.,USA,Ericson Core,"Biography, Drama, Sport",tt0445990,7.1,"45,062",English,63,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",http://ia.media-imdb.com/images/M/MV5BMjA1NjI2ODA5MF5BMl5BanBnXkFtZTcwNjMyMTMzMQ@@._V1_SX300.jpg,PG,25-Aug-06,105 min,Invincible,"As simple and authentic as the gritty South Philly invirons in which it's set in, Invincible sends a uplifting and heartfelt message packed with an athletic enthusiasm that shouldn't be missed.",94,fresh,71,6.4,132,38,73,3.6,86937,movie,Brad Gann,2006
Jack_Reacher,0,$80.0M,7-May-13,Paramount Pictures,http://www.jackreachermovie.com/,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",1 win & 4 nominations.,USA,Christopher McQuarrie,"Action, Mystery, Thriller",tt0790724,7,"193,750",English,50,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But instead of confessing, the accused man writes the words, &quot;Get Jack Reacher.&quot; Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg,PG-13,21-Dec-12,130 min,Jack Reacher,Jack Reacher is an above-average crime thriller with a smoothly charismatic performance from Tom Cruise.,104,fresh,62,6.2,169,65,67,3.6,113583,movie,"Lee Child (based on the book &quot;One Shot&quot; by), Christopher McQuarrie (written for the screen by)",2012
Jerry_Maguire,0,N/A,24-Jun-97,TriStar Pictures,N/A,"Tom Cruise, Cuba Gooding Jr., Renee Zellweger, Kelly Preston",Won 1 Oscar. Another 27 wins & 25 nominations.,USA,Cameron Crowe,"Comedy, Drama, Romance",tt0116695,7.3,"169,021","English, American Sign Language",77,"Jerry Maguire (Tom Cruise) is a successful sports agent. The biggest clients, the respect, a beautiful fiancee, he has it all. Until one night he questions his purpose. His place in the world, and finally comes to terms with what's wrong with his career and life. Recording all his thoughts in a mission statement Jerry feels he has a new lease on life. Unfortunately his opinions aren't met with enthusiasm from his superiors and after dishonorably being stripped of his high earning clients and elite status within the agency Jerry steps out into the sports business armed with only one volatile client (Cuba Gooding Jr.) and the only person with belief in his abilities (Renee Zellweger) with the impossible task of rebuilding what he once had. Along the way he faces the harsh truths which he'd ignored in the past and a host of hardships that he'd never faced before.",http://ia.media-imdb.com/images/M/MV5BMTkxNjc2NjQwOF5BMl5BanBnXkFtZTcwMDE2NDU2MQ@@._V1_SX300.jpg,R,13-Dec-96,139 min,Jerry Maguire,"Anchored by dazzling performances from Tom Cruise, Cuba Gooding Jr., and Renee Zellweger, as well as Cameron Crowe's tender direction, Jerry Maguire meshes romance and sports with panache.",50,certified,85,7.4,59,9,79,3.3,440598,movie,Cameron Crowe,1996
John_Wick,1,N/A,3-Feb-15,LionsGate Entertainment,http://johnwickthemovie.com/,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",2 wins & 1 nomination.,USA,"Chad Stahelski, David Leitch","Action, Thriller",tt2911666,7.2,"153,572","English, Russian, Hungarian",68,"John Wick is a mob hit man who, upon falling in love, quits. 5 years later, his wife dies and to make sure he's not alone she arranges for a dog to be brought to him after her death. Later, some men wanting his car break in and beat him up and kill his dog. When he recovers, he sets to get the ones who killed his dog. He learns that the leader is the son of his former employer. And the man wanting to protect his son, tries to take care of Wick but he's still as good as he was.",http://ia.media-imdb.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,R,24-Oct-14,101 min,John Wick,"Stylish, thrilling, and giddily kinetic, John Wick serves as a satisfying return to action for Keanu Reeves -- and what looks like it could be the first of a franchise.",150,certified,85,6.9,177,27,80,3.9,67263,movie,Derek Kolstad (screenplay),2014
Khoobsurat,0,$0.7M,N/A,UTV Motion Pictures,N/A,"Sonam Kapoor, Fawad Khan, Ashok Banthia, Rishabh Chaddha",2 nominations.,India,Shashanka Ghosh,"Comedy, Romance",tt3554418,6.4,"3,942",Hindi,N/A,"Khoobsurat is a quirky, modern romantic comedy about what happens when a vibrant, hopelessly romantic physiotherapist meets handsome young Rajput prince who is the complete opposite of her and is engaged to someone else. It is a battle of values between two individually crazy families one that encourages discipline and self - restraint versus the other, which is all for spontaneity and open mindedness. Khoobsurat looks at universal themes: being able to love and respect yourself; and having to fight for the things you really want.",http://ia.media-imdb.com/images/M/MV5BMTU0MzI0MzAxM15BMl5BanBnXkFtZTgwNzk0MTA2MjE@._V1_SX300.jpg,N/A,19-Sep-14,130 min,Khoobsurat,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,3.5,544,movie,"D.N. Mukherjee (original story), Indira Bisht (screenplay), Juhi Chaturvedi (dialogue)",2014
Khumba,1,N/A,10-Mar-14,Millenium Entertainment,http://www.triggerfish.co.za/khumba/,"Jake T. Austin, Steve Buscemi, Loretta Devine, Laurence Fishburne",3 nominations.,South Africa,Anthony Silverston,"Animation, Adventure, Family",tt1487931,5.8,"3,255",English,40,"A half-striped zebra is born into an insular, isolated herd obsessed with stripes. Rumors that the strange foal is cursed spread and, before long, he is blamed for the drought that sets into the Great Karoo. When even his father, the leader of the herd, blames him for the lack of rain and the subsequent death of his mother, the outcast zebra leaves the confines of his home knowing that he cannot survive in the herd without all his stripes. Khumba ventures beyond the fence - vulnerable to the ferocious Leopard, Phango, who controls the waterholes and terrorizes the animals in the Great Karoo. Khumba is rescued from an opportunistic wild dog by a quirky duo: a wildebeest and an ostrich. Mama V is a self-confessed free spirit who does not want to be the average stay-at-home mom, like other wildebeest. Ironically, she mothers Bradley, a flamboyant but insecure ostrich who overcompensates for his scraggily feathers. When a mystical mantis appears to the foal, drawing a map to what could be interpreted as either water or stripes, the duo join Khumba on his quest in the hope that their own search for a safe waterhole is over. On their journey, Khumba encounters a colorful range of characters including a migrating herd of Springbok in search of greener (and safer) pastures; a new age, bohemian community living safely within the confines of a luxurious national park; an endangered Riverine Rabbit who has survived extinction by mastering a myriad of skills ranging from impersonations to beat-boxing; a group of hysterical Dassies (rock-rabbits) who fanatically worship the Mighty Black Eagle and Nora, a loony, solitary Merino sheep living on an abandoned farm. Through these interactions, Khumba begins to learn that diversity is essential for survival and that one's difference can, in fact, be one's strength.",http://ia.media-imdb.com/images/M/MV5BMTQyNTgzODU1N15BMl5BanBnXkFtZTgwMjg4NjQxMDE@._V1_SX300.jpg,NOT RATED,25-Oct-13,85 min,Khumba,N/A,8,rotten,44,4.8,18,10,45,3.1,654,movie,"Raffaella Delle Donne, Anthony Silverston, Jonathan Roberts (additional screenplay), Camilla Bubna-Kasteliz (script editor), Richelle Wilder (script consultant), Mike de Seve (additional dialogue), Dave Bejoya (additional dialogue)",2013
Le_Samourai,0,N/A,25-Oct-05,N/A,N/A,"Alain Delon, Francois Perier, Nathalie Delon, Cathy Rosier",N/A,"France, Italy",Jean-Pierre Melville,"Crime, Drama, Mystery",tt0062229,8.1,"26,452",French,N/A,"Hitman Jef Costello is a perfectionist who always carefully plans his murders and who never gets caught. One night however, after killing a night-club owner, he's seen by witnesses. His efforts to provide himself with an alibi fail and more and more he gets driven into a corner.",http://ia.media-imdb.com/images/M/MV5BMTg4OTg0ODEwN15BMl5BanBnXkFtZTcwNjcyMjEzMQ@@._V1_SX300.jpg,PG,25-Oct-67,101 min,Le Samourai,N/A,26,fresh,100,8.3,26,0,94,4.3,13634,movie,"Jean-Pierre Melville, Georges Pellegrin",1967
Let's_Be_Cops,1,$82.4M,11-Nov-14,20th Century Fox,http://www.letsbecops.com/,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",1 nomination.,USA,Luke Greenfield,Comedy,tt1924435,6.5,"79,381",English,30,"Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted &quot;heroes&quot; get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",http://ia.media-imdb.com/images/M/MV5BMjI3MDY2ODQwNF5BMl5BanBnXkFtZTgwNjUzNjE4MTE@._V1_SX300.jpg,R,13-Aug-14,104 min,Let's Be Cops,"Damon Wayans, Jr. and Jake Johnson have comedic chemistry; unfortunately, Let's Be Cops fails to do anything with it.",13,rotten,18,3.8,71,58,53,3.4,60327,movie,"Luke Greenfield, Nicholas Thomas",2014
Live_Nude_Girls,0,N/A,15-Jun-04,Republic Pictures Home Video,N/A,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins",N/A,USA,Julianna Lavin,Comedy,tt0113674,5.4,"1,440",English,N/A,"Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancee's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been friends since childhood, and as the evening progresses they talk about a variety of topics: Georgina's heterosexual fantasies and her uncertainties about Chris, her live-in lover; Jamie's doubts and insecurities about marriage; and all of their attitudes toward sex and sexual fantasies.",http://ia.media-imdb.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@._V1_SX300.jpg,R,8-Dec-95,95 min,Live Nude Girls,N/A,3,rotten,38,4.4,8,5,41,3.2,1001,movie,Julianna Lavin,1995
Looney_Tunes__Back_in_Action,0,$20.9M,2-Mar-04,Warner Bros. Pictures,http://www2.warnerbros.com/looneytunesbackinaction/index.html,"Brendan Fraser, Jenna Elfman, Steve Martin, Timothy Dalton",9 nominations.,"USA, Germany",Joe Dante,"Animation, Adventure, Comedy",tt0318155,5.7,"20,879",English,64,"Bugs Bunny and Daffy Duck are up to their feuding ways again. Tired of playing second fiddle to Bugs, Daffy has decided to leave the Studio for good. He is aided by Warner Bros.' humor impaired Vice President of Comedy, Kate Houghton, who releases him from his contract and instructs WB security guard/aspiring stunt man DJ Drake to capture and &quot;escort&quot; Daffy off the studio lot. Suddenly a sidekick without a hero, the duck decides to ally himself with DJ, whether he likes it or not. Consequently, Daffy is on the scene when DJ discovers that his famous movie star father was Damian Drake, known for playing suave international spies onscreen, is actually a suave international spy in real life--and has been kidnapped by the evil insane nerdy, prancing villain known as Mr. Chairman of the equally nefarious Acme Corporation. It seems that Damian knows the whereabouts of the mysterious magical and powerful Blue Monkey Diamond, and the Chairman will do anything to get his hands on it! With Daffy in tow, DJ hits the road in a desperate attempt to outrace the evil Acme stooges to the diamond and save the world from their evil clutches. Unbeknownst to the two neo-spies, they are also being followed by VP Kate and Bugs--the studio brass has decided that the rabbit needs a comic foil after all, and Kate's job is on the line if she can't get Daffy back to work ASAP.",http://ia.media-imdb.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_SX300.jpg,PG,14-Nov-03,91 min,Looney Tunes: Back in Action,"The plot is a nonsensical, hyperactive jumble and the gags are relatively uninspired compared to the classic Looney Tunes cartoons.",76,rotten,57,6,134,58,50,2.9,63070,movie,Larry Doyle,2003
Lord_of_the_Flies,0,N/A,20-Nov-01,Nelson Entertainment,N/A,"Balthazar Getty, Chris Furrh, Danuel Pipoly, James Badge Dale",3 nominations.,USA,Harry Hook,"Adventure, Drama, Thriller",tt0100054,6.4,"20,331",English,N/A,"After a plane crash in the ocean, a group of military students reach an island. Ralph organizes the boys, assigning responsibilities for each one. When the rebel Jack Merridew neglects the fire camp and they lose the chance to be seen by a helicopter, the group split under the leadership of Jack. While Ralph rationalizes the procedures, Jack returns to the primitivism, using the fear for the unknown (in a metaphor to the religion) to control the other boys, and hunting and chasing pigs, stealing the possession of Ralph's group and even killing people.",http://ia.media-imdb.com/images/M/MV5BOTI2NTQyODk0M15BMl5BanBnXkFtZTcwNTQ3NDk0NA@@._V1_SX300.jpg,R,16-Mar-90,90 min,Lord of the Flies,N/A,11,fresh,61,6.4,18,7,52,3.1,54078,movie,"William Golding (novel), Jay Presson Allen (screenplay)",1990
Maine_Pyar_Kiya,0,N/A,18-May-99,Rajshri Media,N/A,"Salman Khan, Bhagyashree, Alok Nath, Rajeev Verma",4 wins & 2 nominations.,India,Sooraj R. Barjatya,"Family, Musical, Romance",tt0100095,7.6,"4,391",Hindi,N/A,"Kishen Kumar Chaudhary and Karan are family like friends, when Kishen's wife Mrs. Kaushalya gives birth to a baby boy Prem, Karan helps the couple bring up there child with out- most care. Years later the two friends have parted ways, Karan likes in a shanty house, works as a mechanic and is the father to a young girl Suman while Kishen is a wealthy industrialist and lives in a spacious bungalow. In order to accumulate huge sums of fund abroad for good living Karan decides to leave Suman in the care of the Chaudhary's family. All is well there for Suman as she is befriend by Prem which eventually blossom to love, Kaushalya finds out about Prem and Suman's relationship and approve of Suman as her daughter-in-law but Kishen is quite unhappy with the relationship as he have plans to get Prem marry to his business partner's daughter Seema thus he insults Suman and throw her out of his house. Karan returns and is enraged at the treatment his daughter receive and leaves the house immediately with his daughter. Prem too is unhappy with his dad's decision and he also leaves the house opting to marry Suman with the blessings of Karan. But Karan refuses to accept Prem and the only way Prem can win Karan's approval is if he prove that he can earn money by his own sweat.",http://ia.media-imdb.com/images/M/MV5BMTM5NTg4MDIwN15BMl5BanBnXkFtZTgwMTY2ODk1MDE@._V1_SX300.jpg,N/A,N/A,192 min,Maine Pyar Kiya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,4.2,5182,movie,"S.M. Ahale (story), Sooraj R. Barjatya (dialogue), Sooraj R. Barjatya (screenplay)",1989
Mean_Girls,0,$86.0M,21-Sep-04,Paramount Pictures,http://www.meangirlsmovie.com/indexflash.html,"Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows",7 wins & 19 nominations.,"USA, Canada",Mark Waters,Comedy,tt0377092,7,"206,869","English, German, Vietnamese, Swahili",66,"Her parents being zoologists, Cady Heron has never known what &quot;high school&quot; truly meant. She lived her first 15 years in the African jungle, home-schooled, living life with only her parents and the animals of the wilderness, knowing all of the rules of survival. However, when she moves out of Africa, she has to learn the rules of high school, a jungle in itself. She instantly makes friends with two sweet teenagers, Damian and Janis, who, in the terms of the high school, were in the &quot;out crowd.&quot; Soon she meets the Plastics, the three crude, beautiful, popular girls, consisting of Regina, the unofficial leader, Gretchen, Regina's full-time follower, and Karen, &quot;one of the dumbest people you will ever meet.&quot; They immediately let her into their group, but Cady, wanting to keep her first friends, is unsure. The two convince Cady to keep her relationship with the Plastics, only so that they can know their dark secrets. However, events turn for the worse when Cady falls for Regina's ex-boyfriend, Aaron Samuels. When Regina finds out, she seeks revenge of Cady by taking Aaron back. When Cady finds out, what began as a game to discover secrets turns into a plan to destroy Regina. Now, Cady, Janis, and Damian plot together to bring Regina's status down. However, as Cady spends more time with the Plastics, she, too, begins to become one.",http://ia.media-imdb.com/images/M/MV5BMjE1MDQ4MjI1OV5BMl5BanBnXkFtZTcwNzcwODAzMw@@._V1_SX300.jpg,PG-13,30-Apr-04,97 min,Mean Girls,Funnier and more smartly written than the average teen comedy.,146,certified,83,6.9,175,29,66,3,32162726,movie,"Rosalind Wiseman (book), Tina Fey (screenplay)",2004
