BoxOffice,DVD,Production,Website,actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,type,writer,year
N/A,26-Jul-11,Arc Entertainment,http://www.arc-ent.com/ironclad.html,"James Purefoy, Brian Cox, Kate Mara, Derek Jacobi",N/A,"UK, Switzerland, USA, Germany",Jonathan English,"Action, Adventure, History",tt1233301,6.2,"31,428","English, Hungarian, Latin, Danish",42,"It is the year 1215 and the rebel barons of England have forced their despised King John to put his royal seal to the Magna Carta, a noble, seminal document that upheld the rights of free-men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",http://ia.media-imdb.com/images/M/MV5BMjI1NTU2NTI5NV5BMl5BanBnXkFtZTcwNDYzOTI1NQ@@._V1_SX300.jpg,R,26-Jul-11,121 min,Ironclad,N/A,24,rotten,43,5.2,56,32,42,3.1,10713,movie,"Jonathan English (story), Erick Kastel (screenplay), Stephen McDool (first screenplay)",2011
$40.9M,14-Nov-06,20th Century Fox,http://www.myspace.com/JohnTucker,"Jesse Metcalfe, Brittany Snow, Ashanti, Sophia Bush",2 wins & 2 nominations.,"USA, Canada",Betty Thomas,"Comedy, Romance",tt0455967,5.7,"59,711",English,41,"Kate (Brittany Snow) is the new girl in school. She catches John Tucker (Jesse Metcalfe) dating three different girls at once: Carrie - the smart girl, Heather - the cheerleader, and Beth - the activist slut; none of them are aware that they are not the only girl in John's heart. Kate, having been raised by a single mother, has seen the pain caused by playboys like John Tucker, and she won't stand idly by. Together with the three jilted ex-girlfriends, they hatch a plan to teach John a lesson. Things rarely go as planned, especially when Kate starts to think that she might be falling for John herself.",http://ia.media-imdb.com/images/M/MV5BMTI3MDkwODQ3OV5BMl5BanBnXkFtZTcwNTE4NDQzMQ@@._V1_SX300.jpg,PG-13,28-Jul-06,89 min,John Tucker Must Die,This derivitive teen comedy tries to go for cute when it could use more bite.,24,rotten,26,4.3,93,69,69,3.5,550509,movie,Jeff Lowell,2006
$73.0M,13-May-11,Paramount Pictures,http://www.JustinBieberNeverSayNever.com,"Justin Bieber, Boys II Men, Miley Cyrus, Sean Kingston",2 wins & 6 nominations.,USA,Jon M. Chu,"Documentary, Music",tt1702443,1.6,"72,983",English,52,"The camera follows Justin Bieber (1994- ) during the ten days leading up to his August, 2010, sold-out show at Madison Square Garden. Footage of these ten days of concerts, rehearsals, and down time with boyhood friends, his mom, and his entourage is inter-cut with home movies, old photos, and interviews showing a musical prodigy who loves to perform, comes to the attention of an Atlanta agent via YouTube, impresses Usher, and rockets to international stardom soon after his 15th birthday. His manager emphasizes the importance of social media and of Justin's work ethic and personality in making him a star; the camera emphasizes Bieber's look. His mom and grandparents shine.",http://ia.media-imdb.com/images/M/MV5BMTY0NDQzMjIzOF5BMl5BanBnXkFtZTcwNDk2NzczNA@@._V1_SX300.jpg,G,11-Feb-11,105 min,Justin Bieber: Never Say Never,"As a tour documentary, it's rather uninspired -- but as a 3D glimpse of a building pop culture phenomenon, Never Say Never is undeniably entertaining.",65,fresh,64,5.8,102,37,65,3.5,61926,movie,N/A,2011
N/A,15-Dec-98,N/A,N/A,"Rakhee Gulzar, Salman Khan, Shah Rukh Khan, Amrish Puri",1 nomination.,India,Rakesh Roshan,"Action, Comedy, Fantasy",tt0113526,6.9,"7,352",Hindi,N/A,"When Durga's husband speaks out against the tyrannical rule of his brother, Durjan Singh, he is mercilessly killed, and Durga and her two children, Karan and Arjun, are left destitute. Durga brings up her sons without informing them of their heritage nor of the death of their father, but they soon find out when the elder Thakur decides to invite Durga back into his household. This does not auger well with Durjan Singh, and he has the elder Thakur killed. When he finds out about Durga, he goes to end her life, but her sons spring up to defend her, only to get themselves killed. Alone, destitute more than ever, and devastated, Durga loses her mind, and prays to God to bring her sons back so that they can avenge her humiliation, and the death of their father. Seventeen years later, two youth re-enter her life, they do look like her sons, and are ready to take on Durjan Singh, but will they also meet the same fate as Karan, Arjun, and their father?",http://ia.media-imdb.com/images/M/MV5BMTUyNjU4NjQxN15BMl5BanBnXkFtZTcwODMyNDE0MQ@@._V1_SX300.jpg,PG,13-Jan-95,175 min,Karan Arjun,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,3.7,3103,movie,"Sachin Bhowmick, Ravi Kapoor, Anwar Khan (dialogue)",1995
N/A,22-Feb-10,Memento Films,http://www.librafilm.net/katalin-varga,"Hilda Peter, Norbert Tanko, Laszlo Matray, Roberto Giacomello",12 wins & 14 nominations.,"Romania, UK",Peter Strickland,"Crime, Drama, Thriller",tt1360875,7,"1,690","Hungarian, Romanian",N/A,"In the beautiful, otherworldly Carpathian Mountains a woman is traveling with a small boy in a horse and cart, looking to punish those who once abused her. For years, Katalin has been keeping a terrible secret. Hitchhiking with two men, she was brutally raped in the woods. Although she has kept silent about what happened, she has not forgotten, and her son orban serves as a living reminder. When her village discovers her secret, Katalin's husband rejects her. With nothing to lose, she is free to seek revenge on the perpetrators. As she puts human faces to horrible acts, she is forced to consider that morality might not be as black and white as she had imagined.",http://ia.media-imdb.com/images/M/MV5BMjE4NDUwNDAzOF5BMl5BanBnXkFtZTcwMjQzMjg4Mg@@._V1_SX300.jpg,15,9-Oct-09,82 min,Katalin Varga,N/A,18,fresh,95,7.4,19,1,70,3.6,478,movie,Peter Strickland (screenplay),2009
$20.0M,3-Aug-10,Lionsgate,http://kickass-themovie.com/,"Aaron Taylor-Johnson, Garrett M. Brown, Evan Peters, Deborah Twiss",15 wins & 55 nominations.,"UK, USA",Matthew Vaughn,"Action, Comedy",tt1250777,7.7,"383,828",English,66,"Dave Lizewski is an unnoticed high school student and comic book fan with a few friends and who lives alone with his father. His life is not very difficult and his personal trials not that overwhelming. However, one day he makes the simple decision to become a super-hero even though he has no powers or training.",http://ia.media-imdb.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg,R,16-Apr-10,117 min,Kick-Ass,"Not for the faint of heart, Kick-Ass takes the comic adaptation genre to new levels of visual style, bloody violence, and gleeful profanity.",185,certified,76,7.1,243,58,81,3.9,282643,movie,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",2010
$28.8M,17-Dec-13,Universal Pictures,http://www.kickass-themovie.com/,"Aaron Taylor-Johnson, Chloe Grace Moretz, Morris Chestnut, Claudia Lee",1 win & 6 nominations.,"USA, UK, Japan",Jeff Wadlow,"Action, Comedy, Crime",tt1650554,6.7,"169,071",English,41,"After Kick-Ass' insane bravery inspires a new wave of self-made masked crusaders, led by the badass Colonel Stars and Stripes, our hero joins them on patrol. When these amateur superheroes are hunted down by Red Mist -- reborn as The Mother F%&*^r -- only the blade-wielding Hit Girl can prevent their annihilation. When we last saw junior assassin Hit Girl and young vigilante Kick-Ass, they were trying to live as normal teenagers Mindy and Dave. With graduation looming and uncertain what to do, Dave decides to start the world's first superhero team with Mindy. Unfortunately, when Mindy is busted for sneaking out as Hit Girl, she's forced to retire-leaving her to navigate the terrifying world of high-school mean girls on her own. With no one left to turn to, Dave joins forces with Justice Forever, run by a born-again ex-mobster named Colonel Stars and Stripes. Just as they start to make a real difference on the streets, the world's first super villain, The Mother F%&*^r, assembles his own evil league and puts a plan in motion to make Kick-Ass and Hit Girl pay for what they did to his dad. But there's only one problem with his scheme: If you mess with one member of Justice Forever, you mess with them all.",http://ia.media-imdb.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,R,16-Aug-13,103 min,Kick-Ass 2,Kick-Ass 2 falls short in its attempt to emulate the original's unique blend of ultra-violence and ironic humor.,45,rotten,29,4.7,154,109,58,3.5,111141,movie,"Jeff Wadlow (screenplay), Mark Millar (comic book), John Romita Jr. (comic book)",2013
$126.9M,9-Jun-15,20th Century Fox,http://www.KingsmanMovie.com,"Adrian Quinton, Colin Firth, Mark Strong, Jonno Davies",2 wins & 2 nominations.,UK,Matthew Vaughn,"Action, Adventure, Comedy",tt2802144,8.1,"109,406","English, Arabic, Swedish",58,"Based upon the acclaimed comic book and directed by Matthew Vaughn, Kingsman: The Secret Service tells the story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.",http://ia.media-imdb.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,R,13-Feb-15,129 min,Kingsman: The Secret Service,"Stylish, subversive, and above all fun, Kingsman: The Secret Service finds director Matthew Vaughn sending up the spy genre with gleeful abandon.",137,fresh,74,6.6,184,47,87,4.1,98873,movie,"Jane Goldman (screenplay), Matthew Vaughn (screenplay), Mark Millar (comic book &quot;The Secret Service&quot;), Dave Gibbons (comic book &quot;The Secret Service&quot;)",2014
$1.7k,21-Oct-14,Well Go USA,http://www.wellgousa.com/node/386#overlay-context=node/386,"Jung-woo Ha, Dong-won Kang, Sung-min Lee, Jin-woong Jo",1 win & 4 nominations.,South Korea,Jong-bin Yun,"Action, Drama",tt2972482,6.8,"1,105",Korean,56,A period action film centered on a militia group who turn against an unjust nobility.,http://ia.media-imdb.com/images/M/MV5BMTczNDMwNjQ2Nl5BMl5BanBnXkFtZTgwMTQwMTUzMjE@._V1_SX300.jpg,N/A,23-Jul-14,137 min,Kundo: Age of the Rampant,N/A,9,fresh,82,6.4,11,2,62,3.5,435,movie,"Cheol-Hong Jeon (screenplay), Jong-bin Yoon (original story)",2014
N/A,6-Nov-15,Universal Pictures/HBO,http://cobainfilm.com/,"Don Cobain, Jenny Cobain, Kim Cobain, Kurt Cobain",N/A,USA,Brett Morgen,"Documentary, Biography, Music",tt4229236,8,"4,826",English,84,"An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.",http://ia.media-imdb.com/images/M/MV5BMjIyOTcxMTU2NV5BMl5BanBnXkFtZTgwNjcyMDg3NDE@._V1_SX300.jpg,TV-MA,4-May-15,145 min,Kurt Cobain: Montage of Heck,Kurt Cobain: Montage of Heck makes a persuasive case for its subject without resorting to hagiography -- and includes plenty of rare and unreleased footage for fans.,47,certified,98,8.1,48,1,83,4,2511,movie,Brett Morgen,2015
N/A,N/A,Emerging Pictures,http://www.lacamionetafilm.com/,N/A,3 wins.,"USA, Guatemala",Mark Kendall,Documentary,tt2040398,7,94,"English, Spanish",82,Every day dozens of decommissioned school buses leave the United States on a southward migration that carries them to Guatemala...,http://ia.media-imdb.com/images/M/MV5BMjI3Nzc4MTkyM15BMl5BanBnXkFtZTcwODkzOTU4OA@@._V1_SX300.jpg,N/A,31-May-13,71 min,La Camioneta: The Journey of One American School Bus,N/A,22,fresh,100,7.5,22,0,80,4,186,movie,N/A,2012
N/A,N/A,N/A,N/A,"Emir Kusturica, Adriano Giannini, Kseniya Rappoport, Domenico Diele",1 nomination.,Italy,Claudio Noce,Thriller,tt2559786,5.7,73,Italian,N/A,"In the harsh snowy landscape of the Italian Alps, a young technician arrives to repair an electric power plant of a village plagued by blackouts. There, he encounters a strange disappearance.",http://ia.media-imdb.com/images/M/MV5BMjA5ODA0MzEwNV5BMl5BanBnXkFtZTgwNDQ3NzA0MzE@._V1_SX300.jpg,N/A,13-Nov-14,99 min,La foresta di ghiaccio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,movie,"Francesca Manieri, Elisa Amoruso, Claudio Noce",2014
N/A,N/A,N/A,http://www.stalags.com,"Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner",Won 2 Oscars. Another 47 wins & 51 nominations.,"France, UK, Czech Republic, Canada",Olivier Dahan,"Biography, Drama, Music",tt0450188,7.7,"57,127","French, English",66,"An un-chronological look at the life of the Little Sparrow, Edith Piaf (1915-1963). Her mother is an alcoholic street singer, her father a circus performer, her paternal grandmother a madam. During childhood she lives with each of them. At 20, she's a street singer discovered by a club owner who's soon murdered, coached by a musician who brings her to concert halls, and then quickly famous. Constant companions are alcohol and heartache. The tragedies of her love affair with Marcel Cerdan and the death of her only child belie the words of one of her signature songs, &quot;Non, je ne regrette rien.&quot; The back and forth nature of the narrative suggests the patterns of memory and association.",http://ia.media-imdb.com/images/M/MV5BMjExMjIzNjM5OV5BMl5BanBnXkFtZTcwMjc0OTg0MQ@@._V1_SX300.jpg,PG-13,14-Feb-07,140 min,La Vie en Rose,N/A,6,rotten,50,5.8,12,6,75,4,47,movie,"Isabelle Sobelman, Olivier Dahan",2007
N/A,31-Jan-06,N/A,N/A,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis",Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,USA,Robert Luketic,"Comedy, Romance",tt0250494,6.2,"111,604",English,59,"Elle Woods (Reese Witherspoon) has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner (Matthew Davis) from popping the question: Elle is too blonde. Growing up across the street from Aaron Spelling might mean something in LA, but nothing to Warner's East-Coast blue blood family. So, when Warner packs up for Harvard Law and reunites with an old sweetheart from prep school, Elle rallies all her resources and gets into Harvard, determined to win him back. But law school is a far cry from the comforts of her poolside and the mall. Elle must wage the battle of her life, for her guy, for herself and for all the blondes who suffer endless indignities everyday.",http://ia.media-imdb.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_SX300.jpg,PG-13,13-Jul-01,96 min,Legally Blonde,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52,3.4,478,movie,"Amanda Brown (novel), Karen McCullah (screenplay), Kirsten Smith (screenplay)",2001
N/A,19-May-15,Sony Pictures Classics,http://sonyclassics.com/leviathan/,"Elena Lyadova, Aleksey Serebryakov, Vladimir Vdovichenkov, Roman Madyanov",Nominated for 1 Oscar. Another 20 wins & 30 nominations.,Russia,Andrey Zvyagintsev,Drama,tt2802154,7.8,"16,344",Russian,92,"On the outskirts of a small coastal town in the Barents Sea, where whales sometimes come to its bay, lives an ordinary family: Kolya (Aleksey Serebryakov), his wife Lilya (Elena Lyadova) and their teenage son Romka. The family is haunted by a local corrupted mayor (Roman Madyanov), who is trying to take away the land, a house and a small auto repair shop from Kolya. To save their homes Kolya calls his old Army friend in Moscow (Vladimir Vdovichenkov), who has now become an authoritative attorney. Together they decide to fight back and collect dirt on the mayor.",http://ia.media-imdb.com/images/M/MV5BMjAwMTY3MTU0Ml5BMl5BanBnXkFtZTgwNzE0ODAwMzE@._V1_SX300.jpg,R,5-Feb-15,140 min,Leviathan,"Leviathan lives up to its title, offering trenchant, well-crafted social satire on a suitably grand scale.",111,certified,99,8.6,112,1,81,4,12051,movie,"Oleg Negin, Andrey Zvyagintsev",2014
$0.3M,28-Oct-14,Roadside Atrractions,http://lifeofcrimemovie.com/,"Jennifer Aniston, Yasiin Bey, Isla Fisher, Will Forte",N/A,USA,Daniel Schechter,"Comedy, Crime",tt1663207,5.8,"8,640",English,60,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,http://ia.media-imdb.com/images/M/MV5BMjE0NzQ1OTEwOV5BMl5BanBnXkFtZTgwMTY0MzUxMjE@._V1_SX300.jpg,R,29-Aug-14,98 min,Life of Crime,"It may not stand shoulder-to-shoulder with the best Elmore Leonard adaptations, but Life of Crime has enough ambling charm -- and a sharp enough cast -- to get by.",47,fresh,65,5.9,72,25,39,3,7416,movie,"Daniel Schechter (written for the screen by), Elmore Leonard (based on the book &quot;The Switch&quot; written by)",2013
$26.7k,10-Feb-15,Strand Releasing,http://liltingfilm.com/,"Ben Whishaw, Pei-pei Cheng, Andrew Leung, Morven Christie",Nominated for 1 BAFTA Film Award. Another 1 win & 5 nominations.,UK,Hong Khaou,"Drama, Romance",tt2560102,7.1,"2,490","English, Mandarin",61,"In contemporary London, a Cambodian Chinese mother mourns the untimely death of her son. Her world is further disrupted by the presence of a stranger. We observe their difficulties in trying to connect with one another without a common language, as through a translator they begin to piece together memories of a man they both loved.",http://ia.media-imdb.com/images/M/MV5BOTI5MTMyODc0M15BMl5BanBnXkFtZTgwMzIxMjkzMjE@._V1_SX300.jpg,15,8-Aug-14,91 min,Lilting,"Skillfully weaving multiple delicate tonal strands into a quietly affecting whole, Lilting serves as a thoroughly compelling calling card for writer-director Hong Khaou.",38,certified,81,6.8,47,9,79,3.8,1814,movie,Hong Khaou,2014
$79.2M,19-Jul-11,Relativity Media,http://www.iamrogue.com/limitless,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",2 wins & 7 nominations.,USA,Neil Burger,"Mystery, Sci-Fi, Thriller",tt1219289,7.4,"357,671","English, Russian, Italian, Mandarin, French",59,"An action-thriller about a writer who takes an experimental drug that allows him to use 100 percent of his mind. As one man evolves into the perfect version of himself, forces more corrupt than he can imagine mark him for assassination. Out-of-work writer Eddie Morra's (Cooper) rejection by girlfriend Lindy (Abbie Cornish) confirms his belief that he has zero future. That all vanishes the day an old friend introduces Eddie to NZT, a designer pharmaceutical that makes him laser focused and more confident than any man alive. Now on an NZT-fueled odyssey, everything Eddie's read, heard or seen is instantly organized and available to him. As the former nobody rises to the top of the financial world, he draws the attention of business mogul Carl Van Loon (De Niro), who sees this enhanced version of Eddie as the tool to make billions. But brutal side effects jeopardize his meteoric ascent. With a dwindling stash and hit men who will eliminate him to get the NZT, Eddie must stay wired long enough to elude capture and fulfill his destiny. If he can't, he will become just another victim who thought he'd found invincibility in a bottle.",http://ia.media-imdb.com/images/M/MV5BMTY3NjczNzc5Nl5BMl5BanBnXkFtZTcwMzA2MzQyNA@@._V1_SX300.jpg,PG-13,18-Mar-11,105 min,Limitless,"Although its script is uneven, Neil Burger directs Limitless with plenty of visual panache, and Bradley Cooper makes for a charismatic star.",131,fresh,70,6.4,187,56,74,3.7,105808,movie,"Leslie Dixon (screenplay), Alan Glynn (novel)",2011
N/A,N/A,N/A,N/A,"Koen De Bouw, Filip Peeters, Matthias Schoenaerts, Bruno Vanden Broecke",N/A,Belgium,Erik Van Looy,"Crime, Drama, Mystery",tt0926762,7.4,"10,890",Flemish,N/A,5 friends who are all married and know each other very well decide to rent a loft together. In this loft they meet their mistresses. Everything is OK until one morning the body of an unknown young woman is found in the loft. The 5 friends begin to suspect each other of murder. And it becomes clear that they don't know each other as good as they always thought.,http://ia.media-imdb.com/images/M/MV5BNzQyODI5OTYyM15BMl5BanBnXkFtZTgwMjI4NTAzMTE@._V1_SX300.jpg,15,22-Oct-08,118 min,Loft,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,3.9,2263,movie,Bart De Pauw (screenplay),2008
N/A,25-Mar-08,Universal Pictures,N/A,"Bill Pullman, Patricia Arquette, John Roselius, Louis Eppolito",1 win.,"France, USA",David Lynch,"Drama, Mystery, Thriller",tt0116922,7.7,"87,694",English,52,"Fred Madison, a saxophonist, is accused under mysterious circumstances of murdering his wife Renee. On death row, he inexplicably morphs into a young man named Pete Dayton, leading a completely different life. When Pete is released, his and Fred's paths begin to cross in a surreal, suspenseful web of intrigue, orchestrated by a shady gangster boss named Dick Laurent.",http://ia.media-imdb.com/images/M/MV5BMTk3MzUxOTQyNF5BMl5BanBnXkFtZTgwODM3Mjc1MDE@._V1_SX300.jpg,R,21-Feb-97,134 min,Lost Highway,N/A,25,fresh,60,6.2,42,17,87,3.8,56730,movie,"David Lynch, Barry Gifford",1997
$14.9k,5-May-15,Film Arcade,http://www.facebook.com/LoveRosie.film,"Lily Collins, Sam Claflin, Christian Cooke, Jaime Winstone",N/A,"Germany, UK",Christian Ditter,"Comedy, Romance",tt1638002,7.2,"29,238",English,44,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another... or could they? When it comes to love, life and making the right choices, these two are their own worst enemies. One awkward turn at 18, one missed opportunity... and life sends them hurling in different directions. But somehow, across time, space and different continents, the tie that binds them cannot be undone. Will they find their way back to one another, or will it be too late? Based on Cecelia Ahern's bestselling novel &quot;Where Rainbows End&quot;, LOVE, ROSIE is a modern comedy-of-errors tale posing the ultimate question: Do we really only get one shot at true love?",http://ia.media-imdb.com/images/M/MV5BMTk0Mzg1MTU1MF5BMl5BanBnXkFtZTgwMjU3ODI2MzE@._V1_SX300.jpg,R,22-Oct-14,102 min,"Love, Rosie","Lilly Collins and Sam Claflin are appealing, and they give it their all, but they're undone by Love, Rosie's silly, cliched storyline.",12,rotten,26,4.6,46,34,62,3.6,6811,movie,"Juliette Towhidi (screenplay), Cecelia Ahern (novel)",2014
$59.4M,27-Apr-04,Universal Pictures,http://www.loveactually.com/,"Bill Nighy, Gregor Fisher, Rory MacGregor, Colin Firth",Nominated for 2 Golden Globes. Another 10 wins & 24 nominations.,"UK, USA, France",Richard Curtis,"Comedy, Drama, Romance",tt0314331,7.7,"283,917","English, Portuguese, French",55,"Against the backdrop of aged has-been rock star Billy Mack's Christmas themed comeback cover of &quot;Love Is All Around&quot; which he knows is crap and makes no bones about it much to his manager Joe's chagrin as he promotes the record, several interrelated stories about romantic love and the obstacles to happiness through love for Londoners are presented in the five weeks preceding Christmas. Daniel's wife has just passed away, leaving him to take care of his adolescent stepson Sam by himself. Daniel is uncertain how to deal with Sam and his problems without his wife present, especially in light of a potential budding romance within their household. Juliet and Peter have just gotten married. They believe that Peter's best friend and best man Mark hates Juliet but won't say so to his or her face. Others looking at the situation from the outside believe Mark is jealous of Juliet as he is in love with Peter himself. Jamie, a writer, is taking a writing retreat by himself in rural France following catching his latest girlfriend in an indiscretion. Jamie ends up spending much time in France with Aurelia, the Portuguese woman hired as the housekeeper. The question becomes not only if they can communicate their day-to-day needs with each other as she speaks no English, he speaks no Portuguese, and neither speaks French well, but communicate what seems to be their increasing mutual attraction to each other. Sarah has been in love with her co-worker Karl for the two years they have worked together, this attraction which everyone in their workplace knows about. Sarah has to decide if she can be forward enough to express this love directly to Karl, especially in light of what has been her personal priority of dealing with a family issue. Harry and Karen have been in a stable long term marriage. His new assistant Mia drops hints to him that she would like them to be romantically involved. Harry has to decide whether to fall to the temptation, especially considering being married to a perceptive wife. Single and relatively young David is the newly elected Prime Minister. At 10 Downing Street, he is attracted to one of the new household servants, slightly overweight Natalie, but isn't sure what to do about it seeing as to their respective positions, the probable public scrutiny, and an incident involving the visiting U.S. President. Socially unaware Colin believes that the lack of romantic love in his life is all the fault of standoffish British women. As such, he decides to take decisive albeit somewhat unusual geographic action. And John and Judy are movie body doubles. They can communicate with each other straightforwardly while they are simulating sex filming a movie, but they may not be able to translate the feelings behind that simulation in real life to each other.",http://ia.media-imdb.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg,R,14-Nov-03,135 min,Love Actually,"A sugary tale overstuffed with too many stories. Still, the cast charms.",120,fresh,63,6.4,192,72,73,3.1,31623860,movie,Richard Curtis,2003
$126.5M,20-Jan-15,Universal Pictures,http://www.lucymovie.com/,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked",2 wins & 6 nominations.,France,Luc Besson,"Action, Sci-Fi, Thriller",tt2872732,6.4,"240,897","English, French, Spanish, Korean, Chinese",61,"It was supposed to be a simple job. All Lucy had to do was deliver a mysterious briefcase to Mr. Jang. But immediately Lucy is caught up in a nightmarish deal where she is captured and turned into a drug mule for a new and powerful synthetic drug. When the bag she is carrying inside of her stomach leaks, Lucy's body undergoes unimaginable changes that begins to unlock her mind's full potential. With her new-found powers, Lucy turns into a merciless warrior intent on getting back at her captors. She receives invaluable help from Professor Norman, the leading authority on the human mind, and French police captain Pierre Del Rio.",http://ia.media-imdb.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,R,25-Jul-14,89 min,Lucy,"Enthusiastic and silly, Lucy powers through the movie's logic gaps with cheesy thrills plus Scarlett Johansson's charm -- and mostly succeeds at it.",129,fresh,66,6.1,194,65,47,3.2,129590,movie,Luc Besson,2014
N/A,16-Dec-14,Sony Pictures Classics,http://sonyclassics.com/magicinthemoonlight/,"Colin Firth, Antonia Clarke, Natasha Andrews, Valerie Beaulieu",1 win & 1 nomination.,"USA, UK",Woody Allen,"Comedy, Romance",tt2870756,6.6,"30,425",English,54,"Stanley is a magician who has dedicated his life to revealing fraudulent spiritualists. He plans to quickly uncover the truth behind celebrated spiritualist Sophie and her scheming mother. However, the more time he spends with her, he starts thinking that she might actually be able to communicate with the other world, but even worse, he might be falling in love with her.",http://ia.media-imdb.com/images/M/MV5BMTQ3NDY5NjIwN15BMl5BanBnXkFtZTgwNjQ2ODkxMjE@._V1_SX300.jpg,PG-13,15-Aug-14,97 min,Magic in the Moonlight,"While far from a failure, Magic in the Moonlight is too slight to stand with Woody Allen's finest work.",80,rotten,51,5.8,156,76,46,3.2,11617,movie,Woody Allen,2014
$113.7M,23-Oct-12,Warner Bros. Pictures,http://magicmikemovie.warnerbros.com/,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer",9 wins & 12 nominations.,USA,Steven Soderbergh,"Comedy, Drama",tt1915581,6.1,"89,099",English,72,"Mike Lane is a thirty-year old living in Tampa,Florida. By day he works as a roofer whilst at night, as Magic Mike, he is the star attraction of the Kings of Tampa, a group of male strippers. Secretly he wants out in order to further a projected furniture-making business but his credit rating precludes a bank loan for this despite his considerable savings. One night Adam, a teen-aged work-mate of Mike, follows him to the club and, when one of the acts is unable to go on,he is prevailed upon to strip - becoming a huge hit. However success goes to his head and his foolish actions not only threaten to jeopardize his sister Brooke's relationship with Mike but Mike's ambitions as well.",http://ia.media-imdb.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg,R,29-Jun-12,110 min,Magic Mike,"Magic Mike's sensitive direction, smart screenplay, and strong performances allow audiences to have their beefcake and eat it too.",154,certified,80,6.9,192,38,61,3.5,142568,movie,Reid Carolin,2012
